Date,XLE_Open,XLE_High,XLE_Low,XLE_Close,XLE_Adj Close,XLE_Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,volume_vpt_sma,trend_nvi_ema_255,trend_ema_20,trend_ema_50,trend_sma_50,trend_sma_200,volume_adi_7d_ago,XLE_Close_7d_ago
2021-01-10,42.0,42.0,41.09000015258789,41.41999816894531,37.56059265136719,31372000.0,-24347464.402663417,254447100.0,,,0.0,,0.0,,,1045.637957142078,,,,,,0.0,0.0,39.8026663462321,40.81266657511394,38.792666117350265,5.075038039392289,1.3006591367329432,1.0,0.0,,,,,,1.0189001083374023,,,,,,,,,,,,,,,,,,39.7549991607666,,,39.7549991607666,,0.0,0.0,0.0,,64.47908521476367,62.469835830061406,,,,38.541120760605466,,0.0,0.0,,,,,,,,,,,,,,,,,,41.41999816894531,0.0,0.0,9.287589713321998,,,,,,,-21180067.396228217,34.368587493896484
2021-01-11,40.52000045776367,42.2400016784668,40.290000915527344,42.06999969482422,38.150028228759766,23445200.0,-4990191.52828037,277892300.0,,,-2.3288256583480704,,367924.10546174046,,,1062.0470903556288,,,,,,0.0,0.0,40.161333084106445,41.31833343505859,39.0043327331543,5.761762681179625,1.3248340673133976,1.0,0.0,,,,,,1.1120101737976074,,,,,39.82416661580404,,40.297557256281955,,,,,,,,,,,39.875,,,39.875,,0.0,0.0,0.0,,64.47908521476367,62.469835830061406,,,,38.81783109975703,,0.0,0.0,,,,,,,,,,,,,,,,,,41.696794615846144,1.5692939512639725,1.5571078588010323,11.002633248175343,-572667.2200310837,,,,,,-28540666.325460702,34.422996520996094
2021-01-12,42.58000183105469,43.77000045776367,42.2599983215332,43.540000915527344,39.48306655883789,43973600.0,25587522.95895936,321865900.0,,,6.009289342475509,,1904440.5339765619,,,1062.0470903556288,,,,,,0.0,0.0,40.685666402180985,41.94566701253255,39.425665791829424,6.193830514640514,1.6326718772580358,1.0,0.0,,,,,,1.1708092327117918,,,,,40.294166564941406,,40.796394742319706,,,,,,,,,,,40.63999938964844,,,40.63999938964844,,0.0,0.0,0.0,,64.47908521476367,62.469835830061406,,,,39.160048157628005,,0.0,0.0,,,,,,,,,,,14.881264281209406,,,,,,,42.49041737161757,3.4941792996589394,3.434518648524154,14.881264281209416,207705.81843294203,,,,,,-22877016.210696533,35.96459197998047
2021-01-13,43.689998626708984,43.709999084472656,42.869998931884766,43.20000076293945,39.174747467041016,27382200.0,19720024.141969427,294483700.0,,14940120.485886315,0.8436127174845024,,1322691.1647934327,40.57267235009279,100.0,1053.753655234279,,,,,,0.0,0.0,41.21699968973796,42.513000361124675,39.92099901835124,6.288670602627056,1.2650463140114308,1.0,0.0,,,,,,1.1377283246994017,0.21603695459275843,,,,40.735833168029785,,41.16618028395351,,,,,,,,,,,41.05500030517578,,,40.63999938964844,,0.0,0.0,0.0,,64.47908521476367,62.469835830061406,,,,39.71324243364428,,0.0,0.0,91.44019000523186,,,,,,90.894576672342,,-9.105423327658007,,13.984166289390773,,,,,,,42.7369350458198,-0.7808914686233681,-0.7839563922971138,13.984166289390764,940794.2751377734,,,,,,-4392165.841847364,37.06184768676758
2021-01-14,43.470001220703125,45.0,43.43000030517578,44.47999954223633,40.33547592163086,41657300.0,33782649.90017103,336141000.0,,20423145.152017374,3.4861873295544004,1.61279524227086,1020463.9077396254,41.039002306767266,100.0,1053.753655234279,,,,,,0.0,0.0,41.84299977620443,43.18100026448568,40.504999287923184,6.395337310601487,1.4854255619216166,1.0,0.0,,,,,,1.2039554159355164,0.21603695459275843,,,,41.28416633605957,,41.67599863138163,,1.2724605107213585,0.5413972989797087,0.7310632117416498,,,,-333.8191343681711,-333.8191343681711,0.0,42.459999084472656,,,41.2549991607666,,0.0,0.0,0.0,,64.47908521476367,62.469835830061406,,,,40.20005339653861,,0.0,0.0,93.4908987603765,,,,,,93.05740532397162,,-6.942594676028376,,17.36147163968968,,,,,,,43.36931467112341,2.9629600849335302,2.9199126740177217,17.361471639689686,1025832.9341160756,,,,,,1508978.4208837496,37.60594177246094
2021-01-15,43.689998626708984,43.70000076293945,42.33000183105469,42.75,38.76667404174805,47748500.0,15310497.644903537,288392500.0,,5704855.3956618495,-3.443034127611056,1.3668642331557848,-622835.0190199956,41.35351094795623,86.56042296256217,1053.753655234279,,,,,,0.0,0.0,42.17899983723958,43.41800015767415,40.93999951680501,5.874963015792824,0.730427770414194,0.0,0.0,,,,,,1.2985596454601287,1.0616948258852466,,,,41.688332875569664,,41.84122961116908,,1.1475938950974613,0.6101601907593348,0.5374337043381265,,,,-315.5027365193769,-324.660935443774,9.158198924397084,42.64500045776367,,,41.2549991607666,,0.0,34.1683595216771,10.258844704477761,,64.47908521476367,62.469835830061406,,,,40.8720459210232,,0.0,0.0,69.318896855466,,,,,,69.95995332726581,84.63731177452648,-30.04004667273419,,12.796829231812602,,,,,,,43.30654692402761,-3.8893875000911238,-3.9670444268108174,12.796829231812602,973930.0158644095,,,,,,-7109835.853631972,37.56059265136719
2021-01-16,43.689998626708984,43.70000076293945,42.33000183105469,42.75,38.76667404174805,47748500.0,-3161654.610363953,336141000.0,,4889876.053424443,0.0,1.3668642331557848,-1857124.1904810097,41.63038956190185,86.56042296256217,1053.753655234279,,,,,,0.0,0.0,42.40366668701172,43.6466667175293,41.16066665649414,5.862700693750666,0.6393134772667974,0.0,0.0,,,,,,1.3057035741025924,1.4858397763128077,,,,42.08749961853027,,41.98104044021999,,1.1408885109458833,0.6278711243776289,0.5130173865682544,,,,-298.63239342054067,-315.9847547693629,17.352361348822228,42.64500045776367,,,41.2549991607666,,0.0,31.575039426388297,9.480215923377196,,64.47908521476367,62.469835830061406,,,,41.449959492079955,,0.0,0.0,69.318896855466,,,,,,69.95995332726581,77.6591039928344,-30.04004667273419,,12.618548553881997,,,,,,,43.27190440935142,0.0,0.0,12.796829231812602,814702.9884361838,,,,,,-15728650.128147695,37.56059265136719
2021-01-17,43.689998626708984,43.70000076293945,42.33000183105469,42.75,38.76667404174805,47748500.0,-21633806.865631443,383889500.0,,4191322.331506666,0.0,1.3668642331557848,0.0,41.876010418903135,86.56042296256217,1053.753655234279,,,,,,0.0,0.0,42.55766677856445,43.82866668701172,41.28666687011719,5.973071385987946,0.5756621696655011,0.0,0.0,,,,,,1.3121331098808098,1.8133515319526672,,,,42.34499963124593,,42.09934191095538,,1.1347659185848964,0.6440427298257365,0.4907231887591599,,,,-282.472198747005,-307.60661576377345,25.134417016768452,42.64500045776367,,,41.2549991607666,,0.0,29.189211874642307,8.763885532112772,,64.47908521476367,62.469835830061406,,,,41.946965163188764,,0.0,0.0,69.31889685546601,,,,,,69.95995332726581,69.95995332726581,-30.04004667273419,,7.791225830752289,,,,,,,43.25015394904538,0.0,0.0,12.796829231812602,632082.9286343978,,,,,,-24347464.402663417,37.56059265136719
2021-01-18,43.689998626708984,43.70000076293945,42.33000183105469,42.75,38.76667404174805,47748500.0,-40105959.12089893,431638000.0,,3592561.998434285,0.0,1.3389647733273178,0.0,42.21036359875751,85.320607992779,1053.753655234279,,,,,,0.0,0.0,42.70000025431315,44.01700007120768,41.38300043741862,6.168617372602937,0.5189824421558181,0.0,0.0,,,,,,1.3179196920812053,2.0901597345650105,,,,42.5016663869222,,42.199443155423786,,1.143961720336578,0.6695649770196705,0.4743967433169074,,,,-266.2529891252389,-299.3358904360665,33.082901310827594,42.64500045776367,,,41.2549991607666,,0.0,26.992734591932216,8.104406421740483,,64.47908521476367,62.469835830061406,,,,,45.0,0.0,1.0,69.31889685546601,,,,,,66.21621544219273,68.71204069890813,-33.78378455780727,,4.599953798013315,,,,,,,43.227902244139244,0.0,0.0,12.796829231812602,344270.4557933377,,,,,,-4990191.52828037,38.150028228759766
2021-01-19,43.27000045776367,43.90999984741211,43.130001068115234,43.61000061035156,39.546546936035156,27809700.0,-33688315.1197643,459447700.0,-0.05009764267539892,6495961.566328509,1.41640768848242,0.9333981326572703,559446.9935366982,42.52577129902351,84.57182900955512,1074.951989425195,41.18600006103516,45.5025091099106,36.86949101215972,20.96105007759255,0.7807825168289544,0.0,0.0,42.90466702779135,44.20866673787435,41.600667317708336,6.078591446652399,0.770450053441852,0.0,0.0,37.5099983215332,45.0,41.2549991607666,18.185795336684958,0.8144193487106174,1.3021277076142956,2.154537096756677,,,,42.679999669392906,,42.416451994643445,,1.1542889817469084,0.7379705326531785,0.41631844909372995,,,0.2339981079101534,-248.67707204739187,-290.8927540379541,42.21568199056222,42.64500045776367,,,41.2549991607666,,0.0,26.421945572410404,7.584019722672661,87.18538045885718,64.47908521476367,62.469835830061406,,,,,44.94660003662109,0.0,0.0,73.84113728519502,,,,,,72.63781715291523,69.6046619741246,-27.36218284708476,,5.160355260804966,,,,,,,43.25634696355872,2.011697334155693,1.9917300467584997,15.06596003848113,249755.68256192855,,41.58595848764323,,,,25587522.95895936,39.48306655883789
2021-01-20,43.97999954223633,44.09000015258789,43.34000015258789,43.77000045776367,39.69163131713867,25362800.0,-29968417.146131486,484810500.0,-0.03630251007057111,6147687.646844986,0.5766310151803589,0.7400121583170357,652500.0564385272,42.74604031587517,83.78407908779151,1078.8958589935562,41.4795000076294,45.658439565683466,37.30056044957533,20.14942107443643,0.7740528330590226,0.0,0.0,43.127667109171554,44.415666834513345,41.839667383829756,5.972962655649361,0.7493530611668672,0.0,0.0,37.5099983215332,45.0,41.2549991607666,18.05711659274858,0.8357811393056845,1.2469149368528663,2.196366200833758,,,,42.8758331934611,,42.62469021973886,,1.1006566998978087,0.7603935399711728,0.3402631599266359,,,-0.05950183868408487,-222.7651091771825,-281.16023334355816,58.395124166375666,43.6299991607666,,,41.2549991607666,,0.0,26.318299029492508,7.259458080545911,90.33191335067279,64.47908521476367,62.469835830061406,,,,,44.89426807250977,0.0,0.0,74.59149320513633,,,,,,73.88535496129418,70.91312918546738,-26.11464503870582,,5.673593415511728,,,,,,,43.29735490350718,0.36688797333823686,0.3662165810838669,15.48812320726849,275806.6926017763,,41.79396248479756,,,,19720024.141969427,39.174747467041016
2021-01-21,43.529998779296875,43.75,41.900001525878906,42.290000915527344,38.34954071044922,29984000.0,-47310523.80103101,454826500.0,-0.05310342129687308,-1070025.7704777345,-5.49125371137378,0.11779656171232686,-920799.0232372938,42.80943166712802,74.10578918851068,1078.8958589935562,41.69899997711182,45.55122470467222,37.84677524955141,18.47634106177536,0.5767090422045295,0.0,0.0,43.23900044759115,44.51699994405111,41.96100095113119,5.91132765896838,0.12871678169963255,0.0,0.0,37.5099983215332,45.0,41.2549991607666,17.962065475378274,0.6381844489749977,1.3092233363560561,2.5603817703524547,,,,42.948333422342934,,42.57319955755247,,0.9737672429476611,0.8205662685783923,0.15320097436926883,,,-0.2790018081665053,-201.70690502195256,-271.22856730335747,69.5216622814049,43.45000076293945,,,41.2549991607666,,0.0,23.605734743858033,14.447997463566917,41.005112111846145,64.47908521476367,62.469835830061406,,,,,44.842982747680665,0.0,0.0,58.014323516835034,,,,,,42.462853264522984,62.99534179291081,-57.537146735477016,,2.100441296577161,,,,,,,43.290479697139354,-3.381310319300701,-3.4397988528005463,11.583111379694412,202225.71076735726,,41.84120424010516,,,,33782649.90017103,40.33547592163086
2021-01-22,41.36000061035156,42.189998626708984,41.02000045776367,42.06999969482422,38.150028228759766,25222300.0,-27261990.974368516,429604200.0,-0.016286333518997862,-1709870.201686691,-5.659274508406063,-0.32787570804012706,-1145063.6413250454,42.83852626868215,65.23875291060278,1073.2832224163133,41.90749988555908,45.34360186541246,38.47139790570571,16.398506182600617,0.5236459526256653,0.0,0.0,43.09600041707357,44.339999516805015,41.85200131734213,5.773153367794202,0.0876199900502949,0.0,0.0,37.5099983215332,45.0,41.2549991607666,17.872699872148132,0.6088117959173072,1.3053010484968177,2.9413279627519677,,,,43.002500216166176,,42.495784194055815,,0.9088567985409073,0.904737042155167,0.0041197563857402475,,,0.1624998092651353,-183.48646928269912,-261.47944530106207,77.99297601836295,43.010000228881836,,,41.2549991607666,,0.0,21.951016479647773,18.292418196276426,-6.469713462505904,64.47908521476367,62.469835830061406,,,,,44.725263498808594,0.0,0.0,56.0212555335951,,,,,,37.79191348815662,51.38004057132459,-62.20808651184338,,1.5692939512639708,,,,,,,43.236481158323755,-0.520220420762274,-0.521578278475765,11.002633248175343,106803.74065693682,,41.86299428341174,,,,15310497.644903537,38.76667404174805
2021-01-23,41.36000061035156,42.189998626708984,41.02000045776367,42.06999969482422,38.150028228759766,25222300.0,-7213458.147706024,454826500.0,0.019793248861430763,-1465603.0300171638,0.0,-0.3278757080401271,-131211.5551859225,42.86834757146321,65.23875291060278,1073.2832224163133,42.11599979400635,45.01878820959861,39.21321137841409,13.78472993536944,0.49207656697693813,0.0,0.0,42.94600041707356,44.222999318440756,41.66900151570638,5.9469980392377,0.15700803606350888,0.0,0.0,37.5099983215332,45.0,41.2549991607666,17.78421909749539,0.6088117959173072,1.291770760541667,3.2783022372838215,,,,43.002500216166176,,42.43027888648172,,0.910060918877176,0.905995589836154,0.00406532904102197,,,1.4240011215209947,-164.79120422059543,-242.69856417355368,77.90735995295825,42.55500030517578,,,41.2549991607666,,0.0,20.52367571380343,17.10297377024604,-18.516938852135407,64.47908521476367,62.469835830061406,,,,,44.5029477163459,0.0,0.0,56.0212555335951,,,,,,37.79191348815662,39.348893413612075,-62.20808651184338,,0.0,,,,,,,43.19730365847221,0.0,0.0,11.002633248175343,65209.10226963155,,41.88270908449864,,,,-3161654.610363953,38.76667404174805
2021-01-24,41.36000061035156,42.189998626708984,41.02000045776367,42.06999969482422,38.150028228759766,25222300.0,12835074.678956468,480048800.0,0.05936360060571621,-1256231.1685861405,0.0,-0.3278757080401271,0.0,42.898923146216795,65.23875291060278,1073.2832224163133,42.321499824523926,44.51312350522775,40.1298761438201,10.357022741589384,0.44262241918764555,0.0,0.0,42.691667048136395,43.928665796915695,41.454668299357095,5.795036054153327,0.2487194898436022,0.0,0.0,38.34000015258789,45.0,41.670000076293945,15.736682005661947,0.5600600041583638,1.2795935013820317,3.5837300307770925,,,,42.88000011444092,,42.37485131853442,,0.911233638069242,0.9072213170123905,0.004012321056851453,,,0.8785009384155273,-147.74143038018593,-224.0584190469769,76.31698866679096,42.55500030517578,,,41.2549991607666,,0.0,19.180543901491028,15.983703105658789,-34.80848209501932,64.47908521476367,62.469835830061406,60.0,4.0,56.0,,44.29397088083097,0.0,0.0,56.0212555335951,,,,,,37.79191348815662,37.79191348815662,-62.20808651184338,,-3.376208520424926,,,,,,,43.025291124503205,0.0,0.0,11.002633248175343,-93494.27556174861,,41.90054628548203,,,,-21633806.865631443,38.76667404174805
2021-01-25,41.61000061035156,41.77000045776367,40.880001068115234,41.63999938964844,37.76010513305664,40911600.0,41794864.91332477,439137200.0,0.09370518705358762,-3589912.499535191,-0.6091151230372958,-0.20503924123221465,-418160.2237423785,42.843181378137885,54.40103818604851,1073.2832224163133,42.42049980163574,44.27527270387016,40.56572689940133,8.74470084467461,0.28959677191556765,0.0,0.0,42.54200032552084,43.730999120076504,41.35300153096517,5.589764399688503,0.12068887706085392,0.0,0.0,39.91999816894531,45.0,42.459999084472656,11.975346482972842,0.33858279542116343,1.270634013914727,3.9692617633397576,0.7388831636240099,,,42.75,41.447307733389046,42.261797175628885,41.522914012004875,0.9264858880980382,0.922314579849039,0.00417130824899925,,,2.059499740600586,-139.55205895480952,-206.38282632856232,66.83076737375279,42.48500061035156,41.2549991607666,41.86999988555908,41.2549991607666,,0.0,17.89760941579649,15.701503317981322,-70.61274052870868,64.47908521476367,62.469835830061406,56.00000000000001,4.0,52.00000000000001,,44.09753265544693,0.0,0.0,51.68652653623533,,,,,,18.44656598455788,31.34346432029037,-81.55343401544212,,-3.611114226250927,1.7794588390650714,,,4.548076160996812,,,42.91922725171214,-1.0221067466009148,-1.027366125948026,9.868067844841066,-238565.22460639954,,41.87573229540264,,,,-40105959.12089893,38.76667404174805
2021-01-26,42.0099983215332,42.63999938964844,40.72999954223633,40.75,36.953025817871094,27499800.0,14870990.1828002,411637400.0,0.028557821707486192,-6573468.601809321,2.500372612906832,-0.4556761504871201,-1005931.7312880404,42.72892934095305,42.58252283736101,1050.343226574049,42.414499855041505,44.28995762568307,40.53904208439994,8.843474646883736,0.05624171306397807,0.0,0.0,42.38666687011719,43.629665756225585,41.143667984008786,5.8650466191042705,-0.15835411777450914,0.0,1.0,40.290000915527344,45.0,42.64500045776367,11.10469084999198,0.09766436812888658,1.3345705972644653,4.558289358638431,0.5635518725361663,,,42.43916670481364,41.55692305931678,42.0292129947629,41.465661122226734,0.8277461460024643,0.9649303389416697,-0.13718419293920536,,,0.3355001449584947,-134.20877078428722,-189.9091121104826,55.70034132619537,42.40999984741211,41.2549991607666,41.832499504089355,41.2549991607666,,0.0,20.763294248490695,14.074299665659964,-80.72948013148516,,37.96999931335449,52.0,4.0,48.0,,43.840130128460395,0.0,0.0,44.083435747239385,0.0,,,,,0.46839474518807706,18.902291405967524,-99.53160525481192,,-8.385790424063467,1.3590808811054673,,,2.926423788835267,,,42.63400360216539,-2.137366481013181,-2.160538940207779,7.519784589388623,-407431.527858705,,41.76851969584048,,,,-33688315.1197643,39.546546936035156
2021-01-27,40.08000183105469,41.31999969482422,39.5099983215332,40.20000076293945,36.454280853271484,49933600.0,3008417.5495440736,361703800.0,0.0021459286862423694,-9557750.502077494,-4.60351861798962,-0.844756960163843,-1261721.0021146564,42.46675177311401,31.1007209644023,1050.343226574049,42.35099983215332,44.42551147337479,40.27648819093185,9.796754029152714,-0.01843504429489766,0.0,1.0,42.128333409627274,43.4153325398763,40.84133427937825,6.109898142587892,-0.24915848867539836,0.0,1.0,39.5099983215332,45.0,42.2549991607666,12.9630981564188,0.12568346638446717,1.3821136748671203,5.229523897405756,0.37588722530825436,,,42.22666676839193,41.645384568434494,41.747795728328526,41.37190850302027,0.7460704943689155,1.028487147592327,-0.2824166532234115,,,0.3990001678466797,-131.41628970532568,-174.9272566193811,43.510966914055416,41.79999923706055,41.2549991607666,41.527499198913574,41.2549991607666,,34.5683073940882,18.777357529471246,19.17503564153774,-148.78470079934806,,37.96999931335449,48.0,4.0,44.0,,43.52911706983799,0.0,0.0,40.152610996800625,0.0,,,,,12.568346638446718,10.494435789397558,-87.43165336155329,,-5.964910496048063,0.9085566484824201,,,7.055332166148184,,,42.24642226558113,-1.3496913792896859,-1.3588825083302947,6.068599325754809,-460672.0264499267,,41.6191369403261,,,,-29968417.146131486,39.69163131713867
